Game,Date,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,a_days_of_rest,a_CA,a_CF,a_FA,a_FF,a_GA,a_GF,a_HDCA,a_HDCF,a_HDGA,a_HDGF,a_HDSA,a_HDSF,a_LDCA,a_LDCF,a_LDGA,a_LDGF,a_LDSA,a_LDSF,a_MDCA,a_MDCF,a_MDGA,a_MDGF,a_MDSA,a_MDSF,a_PDO,a_SA,a_SCA,a_SCF,a_SF,a_xGA,a_xGF,h_days_of_rest,h_CA,h_CF,h_FA,h_FF,h_GA,h_GF,h_HDCA,h_HDCF,h_HDGA,h_HDGF,h_HDSA,h_HDSF,h_LDCA,h_LDCF,h_LDGA,h_LDGF,h_LDSA,h_LDSF,h_MDCA,h_MDCF,h_MDGA,h_MDGF,h_MDSA,h_MDSF,h_PDO,h_SA,h_SCA,h_SCF,h_SF,h_xGA,h_xGF
"2022-11-22 - NYR 5, LA 3",2022-11-22,NYR,5,LA,3,Lost,2.0,39.702,44.752,29.067,33.389,1.4979999999999998,1.717,8.396,9.144,0.8099999999999999,0.9190000000000002,5.311,5.498,17.777,18.137,0.2,0.217,9.398,10.037,11.699000000000002,15.313000000000002,0.4920000000000001,0.604,4.789,7.730000000000001,1.0037,20.409,20.083,24.464,24.409,1.718,2.098,2.0,44.23100000000001,48.661,30.152000000000005,35.021,1.662,1.573,7.75,8.418,0.969,0.7849999999999999,5.446,6.133,25.197,26.891,0.105,0.105,8.272,10.888,11.137,14.235,0.567,0.6970000000000001,6.102,6.667,1.004,21.31,18.911,22.689,24.812,1.597,2.1089999999999995
"2022-11-23 - ARI 4, CAR 0",2022-11-23,ARI,4,CAR,0,Lost,1.0,43.58,36.327,33.297000000000004,27.542,2.02,1.105,9.117,6.501,1.403,0.6060000000000001,6.079000000000001,4.406000000000001,18.898000000000003,15.523,0.095,0.205,9.883,8.474,12.538,11.485,0.517,0.308,6.427,5.438000000000001,0.9675,23.814,21.633,18.048,19.368,1.986,1.6510000000000002,1.0,31.047000000000004,51.603,24.4,38.779,1.501,1.691,8.536,9.794999999999998,0.709,0.489,5.798,6.212000000000001,13.39,24.011,0.106,0.2,6.207,11.168,7.044000000000001,14.941000000000004,0.6980000000000001,0.99,3.746,6.825,0.9741,16.265,15.601,24.764,24.868,1.59,2.225
"2022-11-23 - BOS 2, FLA 5",2022-11-23,BOS,2,FLA,5,Won,1.0,40.058,43.486,30.964,32.712,1.0559999999999998,2.23,8.226,9.041,0.4800000000000001,1.229,5.8,5.927,19.447,19.385,0.212,0.7060000000000001,10.51,10.71,10.2,13.99,0.383,0.296,4.662999999999999,6.347,1.0474,22.405,18.516,22.939,24.005,1.735,1.978,2.0,42.616,55.715,32.464000000000006,40.59,2.005,2.096,9.233,11.175999999999998,0.9069999999999998,1.675,6.694,7.665000000000001,20.661,25.971,0.5940000000000001,0.327,9.736,14.164,10.047999999999998,16.458,0.5,0.095,5.464999999999999,7.811,0.9835,23.527,19.313,27.645,31.064,2.055,2.365
"2022-11-23 - CGY 1, PIT 2",2022-11-23,CGY,1,PIT,2,Won,1.0,38.77,49.863,27.941000000000003,36.788,2.151,2.107,7.993,9.061,1.278,1.359,5.053,6.694,17.679,24.999,0.296,0.321,7.419,12.607,11.023,12.355,0.601,0.406,5.662999999999999,5.906000000000001,0.9662,19.489,19.051,21.459,27.612,1.834,2.185,2.0,42.519,47.994,31.887,34.837,2.256,2.663,7.513000000000001,10.009,1.3050000000000002,0.903,5.539,6.610000000000001,17.215,20.977,0.561,0.7350000000000001,10.789,9.296,14.103,12.51,0.3969999999999999,1.034,6.176,5.758,1.023,23.758000000000003,21.739,22.503,23.56,1.806,2.252
"2022-11-23 - MTL 3, CBJ 1",2022-11-23,MTL,3,CBJ,1,Lost,0.0,49.432,42.07000000000001,35.533,31.387,3.058,2.144,10.341,8.754000000000001,1.6190000000000002,0.788,7.471999999999999,6.342,18.244,17.828,0.3,0.471,9.155,11.1,15.922,11.41,1.125,0.8859999999999999,7.875,6.21,0.9716,26.07,26.174,20.286,25.257,2.368,1.939,2.0,61.03599999999999,41.457,44.650000000000006,30.454999999999995,3.454,1.7559999999999998,10.842,6.107,1.809,0.8690000000000001,8.111,4.727,28.959000000000003,19.561,0.311,0.307,15.161999999999995,10.181,17.845,11.921,1.313,0.584,8.937999999999999,6.364,0.9706,33.870000000000005,28.659,18.003999999999998,22.666,2.618,1.6830000000000005
"2022-11-23 - STL 2, BUF 6",2022-11-23,STL,2,BUF,6,Won,1.0,50.048,43.903000000000006,37.024,34.312,1.693,2.4,10.146,10.181,1.106,0.906,6.877,8.194,21.172,17.64,0.19,0.294,11.656,8.440999999999999,15.247,13.943,0.3939999999999999,1.193,7.237,7.029000000000001,1.0354,27.223000000000003,25.505000000000003,24.071,25.551,2.168,2.367,0.0,37.418,43.621,29.228,30.854,2.63,1.7,9.260000000000002,8.501,1.3210000000000002,0.898,7.004,6.057,16.159,17.907,0.5040000000000001,0.089,9.021,8.335,11.035,14.99,0.7969999999999999,0.728,6.105,6.156999999999999,0.9569,22.954,20.187,23.625,22.148000000000003,1.9330000000000005,1.971
"2022-11-23 - TOR 2, NJ 1",2022-11-23,TOR,2,NJ,1,Lost,1.0,42.765,47.263,32.015,34.971,1.336,1.978,7.819000000000001,10.136,0.611,1.207,5.869000000000001,6.133,18.126,20.128,0.105,0.384,7.694,11.009,13.743,13.932,0.6290000000000001,0.391,5.997,6.317,1.0168,21.209,21.659,24.046,24.321,1.873,2.173,1.0,39.49,52.92999999999999,30.379,39.865,0.966,2.821,7.834999999999999,9.679,0.661,1.214,5.415,6.285,20.801,26.365,0.105,0.372,8.297,9.889,11.738,17.929,0.2009999999999999,1.214,5.4670000000000005,10.774,1.061,20.821,19.692,27.484,28.289,1.822,2.587
"2022-11-23 - WPG 1, MIN 6",2022-11-23,WPG,1,MIN,6,Won,1.0,43.134,44.109,33.80499999999999,33.152,1.199,1.3669999999999998,9.684,9.779,0.7929999999999999,0.977,5.9350000000000005,6.470000000000001,17.987000000000002,15.915,0.105,0.0,9.299,7.611,11.074000000000002,14.826,0.293,0.3929999999999999,6.193,7.710000000000001,1.0041,23.217,20.76,24.623,22.997,2.156,2.191,3.0,43.025,42.919,32.764,32.293,1.515,1.384,5.98,8.825999999999999,0.613,0.8979999999999999,4.387,5.8100000000000005,22.359,20.477,0.3889999999999999,0.093,10.624,8.937000000000001,10.968,10.093,0.5029999999999999,0.4,5.699,4.683,0.9935,22.3,16.934,18.887,21.197,1.636,1.82
"2022-11-23 - EDM 0, NYI 3",2022-11-23,EDM,0,NYI,3,Won,1.0,50.716,41.702,38.121,30.718,2.813,1.561,10.136,10.665,0.995,0.8809999999999999,7.141,7.115,22.499,19.149,0.309,0.194,9.138,7.552000000000001,16.226,11.788,1.502,0.484,8.916,5.891,0.9683,26.812,26.416000000000004,22.463,21.483,2.432,2.019,1.0,50.445,44.674,38.888,32.633,1.768,1.8,11.324,8.374999999999998,0.976,1.194,8.196000000000002,6.343,20.579,19.099,0.318,0.304,10.485,9.822,14.991000000000003,13.358,0.485,0.304,7.122,5.864,1.0115,27.433,26.305,21.832,23.016,2.58,1.914
"2022-11-23 - NSH 0, DET 3",2022-11-23,NSH,0,DET,3,Won,1.0,46.159000000000006,41.666,32.973,31.451,2.165,1.789,9.483,8.24,1.185,1.095,6.470000000000001,5.919,19.375,17.047,0.377,0.493,8.940999999999999,8.738000000000001,13.570000000000002,13.482,0.5870000000000001,0.195,6.708,5.929,0.9884,23.53,23.108,21.776,21.642000000000003,2.0970000000000004,2.043,3.0,48.85,37.435,34.195,27.747000000000003,2.297,2.131,8.107000000000001,6.191,1.006,0.919,5.358,4.747999999999999,23.121,18.002000000000002,0.5069999999999999,0.323,10.608,8.394,15.118,9.556,0.7949999999999999,0.911,7.673999999999999,5.011,1.0233,24.923,23.174,15.815,19.897,1.839,1.497
"2022-11-23 - PHI 2, WSH 3",2022-11-23,PHI,2,WSH,3,Won,1.0,49.532,46.127,34.461,33.992000000000004,2.083,1.908,9.654,9.534,1.183,0.897,5.771,6.006,21.066,20.0,0.424,0.111,10.516000000000002,10.257,14.296,11.157,0.489,0.921,6.328,6.263,0.9908,24.117,23.885,20.737,24.802,2.22,1.982,3.0,44.438,48.896,32.724000000000004,34.95,2.2139999999999995,1.479,9.263,8.852,1.329,0.781,6.294,5.727,20.124,21.238,0.5119999999999999,0.0,9.982,9.227,13.135,15.072,0.4019999999999999,0.7010000000000001,6.135,7.175999999999999,0.974,23.453,22.362,24.0,24.449,2.076,2.03
"2022-11-23 - CHI 4, DAL 6",2022-11-23,CHI,4,DAL,6,Won,2.0,54.9,33.244,41.713,25.452,2.367,0.962,11.018,5.285,1.139,0.575,8.148,3.533,24.324,16.154,0.435,0.289,12.888,8.347,17.401,9.605,0.804,0.095,7.592,5.169,0.9653,30.175,28.177,14.996,18.406,2.618,1.347,1.0,41.415,47.551,31.412,34.134,1.9590000000000003,3.0729999999999995,10.314,10.461,1.5699999999999998,1.6510000000000002,7.714,6.953999999999999,17.6,21.062,0.0,0.333,9.315,8.892,10.744000000000002,12.969,0.3999999999999999,1.101,5.468999999999999,6.529000000000001,1.0346,23.77,21.133000000000003,23.37,24.021,2.036,2.147
"2022-11-23 - NYR 2, ANA 3",2022-11-23,NYR,2,ANA,3,Won,0.0,40.949,44.926,30.043,32.135,1.591,1.818,8.600999999999999,8.922,0.8099999999999999,0.914,5.706,5.269,18.152,18.627,0.2,0.416,9.86,9.955,11.964,14.915,0.5880000000000001,0.498,5.468000000000001,7.011999999999999,1.0113,22.071,20.562,23.839,23.313,1.806,2.0340000000000003,1.0,50.018,42.729,38.709,32.165,2.667,1.7090000000000003,12.892,8.523,1.199,0.917,10.614,6.247,19.896,18.318,0.4880000000000001,0.089,10.788,9.225,14.538999999999998,12.65,0.972,0.709,8.077000000000002,6.481,0.9837,31.027,27.362,21.256,24.081,2.74,1.853
"2022-11-23 - OTT 1, VGK 4",2022-11-23,OTT,1,VGK,4,Won,1.0,45.022,45.936,33.288,33.892,2.212,1.654,9.463,9.121,1.315,0.968,6.269,5.813000000000001,19.217,19.249,0.4,0.294,9.063,9.879,13.391,13.77,0.493,0.3079999999999999,7.592,6.019,0.9898,25.315,22.752,23.013,23.311,2.181,2.149,1.0,46.099,47.462,31.244,34.443,2.293,2.8830000000000005,8.196000000000002,10.611,0.764,1.78,5.044,8.413,19.984,19.307,0.462,0.395,10.216,9.954,14.339,14.172,0.987,0.73,6.204,6.877000000000001,1.0052,22.817,22.668,24.751,27.038,1.859,2.297
"2022-11-23 - SJ 5, SEA 8",2022-11-23,SJ,5,SEA,8,Won,1.0,48.334,46.466,36.472,34.907,2.615,2.548,8.825,10.471,0.922,1.021,5.578,6.906999999999999,26.047000000000004,22.688,0.594,0.639,9.923,9.338,15.78,16.029,1.1270000000000002,0.876,8.224,7.894000000000001,0.9912,25.436,24.615,26.541999999999994,25.263,2.048,2.2920000000000003,3.0,44.582,43.147000000000006,31.853,32.642,1.191,2.18,7.622999999999999,7.908999999999999,0.514,1.008,4.792,5.673,18.555,18.986,0.178,0.3729999999999999,8.831999999999999,9.226,14.276,11.985,0.4949999999999999,0.787,6.359,6.206999999999999,1.0491,21.391,22.011,19.867,22.371,1.9650000000000003,1.862
"2022-11-23 - VAN 4, COL 3",2022-11-23,VAN,4,COL,3,Lost,1.0,48.487,43.325,38.264,33.162,2.58,2.506,10.425,9.669,1.3030000000000002,1.403,7.781999999999999,7.512,20.45,19.042,0.483,0.395,11.12,10.75,15.528,13.03,0.8140000000000001,0.696,7.836,6.518000000000001,1.0005000000000002,28.385,25.958,22.676,25.877,2.497,1.97,1.0,45.305,46.679,33.47500000000001,35.123,1.266,2.154,9.63,10.394,0.5740000000000001,1.352,6.846000000000001,7.531999999999999,19.856,20.193,0.392,0.2009999999999999,11.691,11.021,11.723,12.248,0.297,0.5890000000000001,6.041,5.891,1.0393,25.981,21.44,22.528,25.48,2.124,2.119
"2022-11-25 - CAR 2, BOS 3",2022-11-25,CAR,2,BOS,3,Won,1.0,31.360000000000003,50.633,24.526000000000003,37.22,1.725,1.5850000000000002,8.495000000000001,9.633,0.8300000000000001,0.489,5.802,5.787,13.071000000000002,21.704,0.106,0.2,6.1690000000000005,10.593,7.423,14.349,0.8030000000000002,0.885,4.115,6.138,0.96,16.497,15.909,24.039,23.388,1.6189999999999998,2.127,1.0,37.665,43.846,29.641,33.031,0.766,1.922,7.473000000000001,9.435,0.195,0.919,5.2330000000000005,6.311,17.761000000000003,19.851000000000003,0.105,0.7060000000000001,9.707,11.114999999999998,10.543,13.415,0.4779999999999999,0.296,5.059,5.858,1.0442,21.458,18.078,22.729000000000003,24.343,1.5719999999999998,2.001
"2022-11-25 - CGY 0, WSH 3",2022-11-25,CGY,0,WSH,3,Won,1.0,39.03699999999999,50.537,27.946000000000005,37.89,2.032,2.116,7.95,8.991,1.064,1.268,5.157,6.590000000000001,17.657,24.657000000000004,0.296,0.321,7.637,12.843,11.012,13.628,0.696,0.512,5.88,6.658000000000001,0.9702,20.032,18.992,22.67,28.498,1.81,2.244,1.0,43.91,48.425,32.861000000000004,35.033,2.3240000000000003,1.477,9.304,9.373,1.435,0.873,6.318,5.898999999999999,20.071,21.167,0.617,0.0,10.089,9.253,12.537,14.683000000000002,0.296,0.6060000000000001,5.643,7.35,0.9675,23.001,21.774,24.166000000000004,24.42,2.072,2.108
"2022-11-25 - MTL 3, CHI 2",2022-11-25,MTL,3,CHI,2,Lost,1.0,49.391,41.973,35.274,30.547000000000004,2.959,2.351,9.745,8.568000000000001,1.4280000000000002,0.8940000000000001,7.456,6.151999999999999,18.782,16.916,0.395,0.5650000000000001,9.274,10.44,15.88,12.164,1.125,0.8859999999999999,8.211,6.756,0.985,26.283,25.557,20.831,24.94,2.386,1.909,1.0,56.077,33.722,41.558,26.082,2.435,1.1,10.991,6.464,0.9249999999999998,0.71,7.908000000000001,4.484,23.717,15.493,0.6180000000000001,0.194,12.428,7.837000000000001,18.542,9.553,0.9,0.2009999999999999,8.397,5.018,0.967,30.276,29.338,16.115000000000002,18.781,2.613,1.467
"2022-11-25 - TOR 4, MIN 3",2022-11-25,TOR,4,MIN,3,Lost,1.0,44.167,44.259,32.620999999999995,32.980000000000004,1.325,1.899,8.314,9.406,0.704,1.223,6.015000000000001,5.87,20.005000000000003,19.183,0.105,0.289,7.925999999999999,10.402,13.802,12.987,0.5240000000000001,0.391,5.771,5.7490000000000006,1.0223,21.358,22.227,22.384,22.774,1.921,2.0490000000000004,1.0,43.403,41.505,32.794,31.160999999999994,1.334,1.467,6.301,7.843999999999999,0.4269999999999999,0.7839999999999999,4.304,5.066000000000001,21.592,20.231,0.294,0.294,9.981,9.454,11.302,9.739,0.603,0.4,6.268000000000001,4.576,1.0047,22.236,17.636,17.567999999999998,20.92,1.664,1.687
"2022-11-25 - OTT 5, ANA 1",2022-11-25,OTT,5,ANA,1,Lost,1.0,45.946,49.903,34.335,37.301,2.126,1.443,9.501,10.006,1.225,0.756,6.302,6.725,19.939,20.738,0.305,0.294,9.653,10.77,13.227,15.098,0.587,0.3079999999999999,7.603,6.7010000000000005,0.9723,25.839,22.603,25.251,25.873,2.22,2.377,1.0,51.713,41.662,39.566,31.272,2.595,1.5719999999999998,13.711000000000002,8.806,1.3050000000000002,0.7969999999999999,11.185,6.356999999999999,21.199,17.288999999999998,0.309,0.184,11.21,8.709999999999999,14.302,12.114,0.972,0.593,7.720000000000001,5.654,0.9881,31.55,27.958,20.996,22.899,2.861,1.873
"2022-11-25 - PIT 4, PHI 1",2022-11-25,PIT,4,PHI,1,Lost,1.0,43.128,47.188,32.365,34.361000000000004,2.0490000000000004,2.373,7.204000000000001,9.229,0.995,0.6180000000000001,5.231,6.214,17.464999999999996,20.192,0.561,0.628,10.925,9.16,14.562,13.485,0.503,1.129,6.304,6.635,1.0211,23.925,21.885,22.671,23.719,1.7760000000000002,2.158,1.0,47.664,47.801,32.999,34.733000000000004,1.883,2.013,9.288,9.891,1.077,1.003,5.433999999999999,6.1450000000000005,20.265,20.992,0.329,0.216,9.915,10.56,13.556,11.328,0.489,0.8160000000000001,6.105,6.072000000000001,0.9998,22.853,22.816,21.248,25.049,2.147,2.041
"2022-11-25 - ARI 3, DET 4",2022-11-25,ARI,3,DET,4,Won,1.0,43.857,35.783,32.095,27.047000000000004,1.813,1.329,9.284,6.748,1.2970000000000002,0.727,5.865,4.706,18.636,15.056,0.095,0.205,9.546,8.122,12.56,10.952000000000002,0.4109999999999999,0.413,5.757,5.506,0.9857,22.695,21.849,17.756999999999998,19.381,1.956,1.6490000000000002,1.0,47.74,38.387,32.136,28.297000000000004,1.7120000000000002,2.023,8.638000000000002,6.273,0.8089999999999999,0.817,5.059,5.146,21.222,18.385,0.306,0.418,9.355,8.831,15.263,9.763,0.6,0.8049999999999999,7.18,4.626,1.0274,22.876,23.893,16.057,20.581,1.816,1.546
"2022-11-25 - NYI 3, CBJ 2",2022-11-25,NYI,3,CBJ,2,Lost,1.0,50.514,44.065,38.519,31.933,1.6740000000000002,1.585,11.645,7.865,0.976,0.974,8.464000000000002,5.965999999999999,20.159,18.709,0.318,0.304,10.341,9.874,14.961000000000002,12.885,0.3899999999999999,0.304,7.166000000000001,5.646,1.0063,27.877,26.586,20.857,23.006,2.614,1.766,1.0,60.021,42.114,43.687,31.21,3.342,1.85,10.382,6.246,1.8080000000000005,0.8690000000000001,7.768000000000001,4.968999999999999,28.636000000000003,19.599,0.4050000000000001,0.402,15.142,10.432999999999998,17.529000000000003,12.253,1.104,0.584,8.799000000000001,6.471000000000001,0.978,33.594,27.913,18.466,23.002,2.561,1.773
"2022-11-25 - NJ 3, BUF 1",2022-11-25,NJ,3,BUF,1,Lost,1.0,39.282,51.029,30.192,38.0,1.1789999999999998,2.7,7.525,9.687,0.875,1.199,5.247,6.271000000000001,21.106,26.339,0.105,0.372,8.471,9.567,11.493,16.324,0.2009999999999999,1.11,5.422000000000001,9.381,1.0460999999999998,20.668,19.088,25.952,26.525,1.763,2.4850000000000003,1.0,38.708,44.69,30.532,31.456,2.5170000000000003,1.806,9.683000000000002,9.651,1.423,0.902,7.639,6.295,15.97,18.196,0.5040000000000001,0.2009999999999999,9.039,8.321000000000002,12.094,14.746,0.588,0.72,6.5200000000000005,6.243,0.968,24.0,21.729,24.501,22.292,2.038,2.08
"2022-11-25 - STL 2, TB 5",2022-11-25,STL,2,TB,5,Won,1.0,50.272,44.145,36.936,34.059000000000005,1.767,2.406,10.379,10.486,0.8880000000000001,1.008,6.43,8.751999999999999,20.724,16.708000000000002,0.3909999999999999,0.294,11.617,8.033,15.347,15.035,0.489,1.098,7.542999999999999,7.241999999999999,1.0327,27.274,25.838,25.495,25.765,2.115,2.388,3.0,41.981,41.841,30.739000000000004,30.766,1.83,1.994,8.767999999999999,10.577000000000002,1.123,0.9420000000000002,6.194000000000001,7.221000000000001,20.8,20.769,0.094,0.496,9.076,7.942,15.209,13.188999999999998,0.6050000000000001,0.572,6.056,6.26,0.9858,22.326,24.041000000000004,23.805,22.724,1.981,2.1380000000000003
"2022-11-25 - SEA 4, VGK 2",2022-11-25,SEA,4,VGK,2,Lost,1.0,45.891000000000005,42.129000000000005,32.665,31.597999999999995,1.39,2.38,8.224,7.76,0.612,1.102,4.869,5.608,18.767,17.986,0.178,0.284,8.903,8.525,14.812,11.706,0.597,0.975,6.444999999999999,6.3260000000000005,1.0524999999999998,21.651,23.165,19.415,21.822,1.987,1.853,1.0,48.597,46.613,33.52,34.526,2.1990000000000003,2.9750000000000005,9.348,10.487,0.764,1.874,5.972,8.398,20.572,19.333,0.462,0.395,10.684,10.354,15.036,13.441999999999998,0.892,0.718,6.606999999999999,6.3740000000000006,1.0146000000000002,24.403,24.562,23.858,26.907,2.112,2.261
"2022-11-25 - WPG 5, DAL 4",2022-11-25,WPG,5,DAL,4,Lost,1.0,44.146,43.527,34.748000000000005,32.33200000000001,1.397,1.264,9.695,9.123,0.893,0.772,6.042,5.9430000000000005,19.354,15.506,0.3059999999999999,0.0,10.529,7.172,10.594,14.785,0.199,0.493,6.101999999999999,8.139999999999999,1.0002,24.632,20.299,23.961,22.652,2.205,2.108,1.0,41.127,47.872,31.575,34.057,2.277,3.252,10.966,10.809,1.7899999999999998,1.6489999999999998,8.347,7.151000000000001,16.032999999999998,19.261,0.0,0.516,8.687,8.775,11.083,13.399,0.506,1.103,5.504,6.420999999999999,1.0285,23.778,22.097,24.2,23.967,2.093,2.215
"2022-11-25 - LA 5, SJ 2",2022-11-25,LA,5,SJ,2,Lost,2.0,42.525,49.134,28.612,35.36,1.773,1.659,7.382000000000001,8.376000000000001,0.974,0.778,5.244,6.21,23.212,25.69,0.304,0.105,8.193000000000001,10.801,10.812,15.435999999999998,0.473,0.7929999999999999,5.385,7.546000000000001,0.9973,20.117,18.248,23.824,25.594,1.537,2.164,1.0,47.414,46.308,35.197,33.955,2.6710000000000003,2.679,8.328,10.691,0.99,1.331,5.101999999999999,6.7780000000000005,25.653,22.992,0.594,0.367,9.681,9.124,15.231,15.71,1.105,0.978,7.881,7.239,0.9941,24.396,23.552,26.452,24.181,1.981,2.225
"2022-11-26 - EDM 4, NYR 3",2022-11-26,EDM,4,NYR,3,Lost,2.0,51.413,41.01899999999999,38.617,31.142000000000003,2.706,1.177,10.516,10.786,0.985,0.693,7.523999999999999,7.211,23.130000000000003,19.299,0.309,0.194,9.664,8.047,15.553,10.928,1.402,0.295,8.452,5.7410000000000005,0.9605,27.597,26.072000000000003,21.761000000000003,22.296,2.423,2.066,2.0,41.428,46.006,30.905,32.891,1.877,2.025,9.416,9.253,0.902,1.02,6.449,6.005000000000001,17.447000000000003,20.253,0.295,0.509,9.456,11.006,12.554,14.746,0.682,0.498,5.461,6.74,1.0029,22.431000000000004,21.969,24.014,24.711,1.943,2.121
"2022-11-26 - CGY 2, CAR 3",2022-11-26,CGY,2,CAR,3,Won,0.0,39.374,51.089000000000006,27.362,38.451,1.911,1.834,7.469999999999999,9.266,0.8480000000000001,0.989,4.92,6.837000000000001,17.364,24.055,0.296,0.321,7.754,13.187,10.971,13.678,0.791,0.512,5.424999999999999,6.953000000000001,0.9587,19.55,18.452,22.995,29.211,1.752,2.312,0.0,32.18900000000001,49.766000000000005,25.053,36.703,1.7009999999999998,1.2990000000000002,8.363,9.483,0.923,0.39,5.888,5.923,13.376,21.698,0.195,0.111,6.540000000000001,10.765,8.437000000000001,13.665,0.5930000000000001,0.79,4.454000000000001,5.779999999999999,0.9498,17.197,16.799,23.202,23.536,1.5930000000000002,2.0740000000000003
"2022-11-26 - STL 5, FLA 4",2022-11-26,STL,5,FLA,4,Lost,0.0,50.388,44.718,37.701,34.195,1.96,2.406,10.614999999999998,10.463,1.081,0.907,6.544,8.834,20.207,16.216,0.3909999999999999,0.294,11.017,7.956999999999999,15.254,15.992,0.489,1.2,7.762,7.516,1.0239,27.129,25.975,26.478,26.044,2.18,2.381,2.0,44.521,54.34400000000001,33.776,39.936,2.005,2.084,10.077000000000002,11.004,0.9069999999999998,1.569,7.6,7.638000000000001,21.682,24.391,0.5940000000000001,0.327,10.776,13.349,10.472,16.976,0.5,0.19,5.486,8.200999999999999,0.9838,25.334,20.578,27.975,30.701,2.214,2.367
"2022-11-26 - TOR 4, PIT 1",2022-11-26,TOR,4,PIT,1,Lost,0.0,44.952,44.81,32.654,33.398999999999994,1.417,2.23,8.645999999999999,9.483,0.704,1.235,6.1770000000000005,6.022,20.652,18.83,0.105,0.5,7.822,9.896,13.424,13.826000000000002,0.6200000000000001,0.495,5.753,6.097,1.0292,21.092,22.175,23.285,22.795,1.991,2.162,0.0,42.82,49.166,32.199,35.074,1.859,2.586,7.614,9.708,0.992,1.048,5.468,6.921000000000001,17.584,20.145,0.4720000000000001,0.628,11.005,8.724,13.403,14.253,0.4,0.92,5.745,6.846000000000001,1.0335,23.871,21.124,23.924,24.519,1.7760000000000002,2.2270000000000003
"2022-11-26 - WSH 1, NJ 5",2022-11-26,WSH,1,NJ,5,Won,0.0,45.483,48.639,33.718,34.626,2.2299999999999995,1.564,9.654,9.223,1.3409999999999995,0.972,6.549000000000001,5.775,20.548,20.957,0.617,0.0,9.914,8.811,12.95,15.081,0.296,0.5960000000000001,6.136,7.326,0.9776,23.657,22.537,24.384,23.597,2.168,2.096,0.0,38.138,51.35799999999999,29.032,37.932,1.085,2.612,6.449,10.012,0.874,1.307,4.493,6.795,21.507,27.554,0.105,0.279,8.746,9.932,11.216,16.240000000000002,0.1059999999999999,1.002,5.101000000000001,8.722,1.0451,19.860000000000003,17.759999999999998,26.14,26.879,1.658,2.477
"2022-11-26 - PHI 2, NYI 5",2022-11-26,PHI,2,NYI,5,Won,0.0,47.497,46.044,32.83200000000001,34.41,2.215,1.999,9.162,9.394,1.413,0.988,6.042,6.022,20.24,20.578,0.329,0.216,9.297,10.681,13.462,10.301,0.489,0.8160000000000001,6.077,5.720000000000001,0.9874999999999998,23.119,22.573,19.742,25.061,2.1290000000000004,1.957,0.0,50.343,44.109,38.127,31.932,1.575,1.691,11.512,7.574000000000001,0.976,0.974,8.344,5.348000000000001,20.160000000000004,18.822,0.211,0.304,10.158,9.953,15.263,13.016,0.3899999999999999,0.409,7.441000000000001,5.790000000000001,1.0199,27.565000000000005,26.764,20.671,22.528,2.643,1.731
"2022-11-26 - DAL 1, COL 4",2022-11-26,DAL,1,COL,4,Won,0.0,40.991,47.234,31.248,33.903,2.519,2.701,11.273,10.698,2.019,1.416,8.689000000000002,7.115,15.922999999999998,19.865,0.0,0.516,8.776,8.745,10.999,12.794,0.515,0.79,5.123,6.157,0.9995999999999998,23.764000000000003,22.282000000000004,23.538000000000004,23.516,2.112,2.175,2.0,43.562,47.4,32.541999999999994,35.376,1.574,2.246,9.807,10.327000000000002,0.882,1.444,7.184,7.5,18.160000000000004,20.451,0.392,0.2009999999999999,11.378,11.4,10.958,12.678999999999998,0.297,0.5890000000000001,5.857,6.066,1.0265,25.716,20.853,22.881,25.712,2.099,2.093
"2022-11-26 - VAN 5, VGK 1",2022-11-26,VAN,5,VGK,1,Lost,2.0,46.307,42.412,36.027,32.601,2.4560000000000004,2.814,10.087,9.753,1.287,1.711,7.600000000000001,7.726999999999999,19.087,18.557,0.483,0.395,10.706,10.859,14.306,12.085,0.71,0.696,6.7440000000000015,6.358,1.0192,26.554,24.436,21.775,25.928,2.355,1.906,0.0,48.535,45.8,32.744,33.175,2.255,2.745,9.144,9.928,0.7939999999999999,1.6590000000000005,5.9,7.797,19.579,19.201,0.462,0.395,9.97,10.439,16.247999999999998,13.44,1.005,0.71,7.037000000000001,6.074,1.0041,23.776,25.519,23.337,25.819,2.053,2.163
"2022-11-27 - ARI 3, MIN 4",2022-11-27,ARI,3,MIN,4,Won,1.0,43.366,35.468,32.45,26.673,1.806,1.532,9.397000000000002,6.682,1.191,0.727,5.933,4.715,17.338,14.749,0.095,0.205,8.605999999999998,8.277,13.175999999999998,11.453,0.505,0.618,6.255000000000001,5.421,1.003,22.433,22.564,18.214,19.278,2.044,1.648,1.0,43.507,41.318,32.44,30.364,1.759,1.366,6.545999999999999,7.325999999999999,0.533,0.593,4.534999999999999,4.849,20.739,21.139,0.505,0.294,9.034,9.457,11.771,9.211000000000002,0.707,0.496,6.613,4.444,0.9841,21.74,18.309,16.549,20.356,1.7310000000000003,1.643
